text,label
هو احنا هننسحب من مباراه جودو مع اسرائيل في الاوليمبياد رغم ان وزير الخارجيه بتاعنا اتعشي مع نتنياهو واتفرجوا علي نهائي اليورو 2016 سوا ؟؟!!,surprise
الله يستر مصر نحن معكم في كل شيئ ولو بالدعاء      h,sympathy
i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,anger
❤︎ ، ، ، صـعـب فـرقـااااااهــ صـعـب انـسـاااااه🚶🏻💔  مساء الشوق 💫  قبل يومين 👌  عراقي …,love
i feel like ive been sooo distracted and i need to regain my focus again,anger
مش مشكله مين اللي  غلطان المشكله مين ميقدرش يسيب التاني ...!!,sadness
: بعد ان كنا نخاف علي ابنائنا صرنا نخاف منهم تقرير اميركي عن انتشار العنف في اميركا  عنف  اميركا  تقرير  تقارير,fear
i know i said that i would get this to you guys next week however i am feeling pretty generous so ill give you guys the scoop right now,joy
لازال هناك الكثير من الحب .,love
awady معاك حق لو السيناريو واقع هيضرب ادائهم بس انا باصص ازاي جاريد ليتو هيعمل الجوكر و بحب ويل سميث و برضه مارجوت روبي الصراحه ????????,surprise
والواحد يفضل يتفرج علي الاوليمبياد ويقول يا سلام شوفوا الجمال ويقعد زي البطه البلدي حتي ميروحش الجيم,none
i was actually starting to feel pretty cranky about the situation and was avoiding a lot of phone calls because i really just didnt want to talk to anyone about being late,anger
البنات اللي في الاوليمبياد بيشيلوا 120 كيلو انا لما مره الكابتن فالجيم قالي اشيل 10بس كنت هعيطلوا علشان مشلهمش ومن يومها مقالهليش تاني😂😂😂,none
i feel so frightened i wanna run to you i wanna call but i ve been hit by lightning just can t stand up for falling apart can t see through this veil across my heart over you you ll always be the one you were the first you ll be the last,fear
الله يحرق الاثباتات والقوانين صحيح انا مذاكرتش بس الاقي عليا فوق ال 15 اثبات,surprise
: 🎶 هَو ؛ انْ تَشْعر انگ ؛ مَسْؤول عَنْ ؛ روح اخَريّ ؛ تَمْگثٌ داخَل قَلبگ ؛ قَبْل جَسْدگ,love
i can go on not saying anything and feeling petty but it seems that this load is gettin heavy,anger
i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy,anger
دا عامل زيي فشخ  !!,surprise
انقسام الامه ع تويتر: هذا يقول سيسي ويشتم الاخوان، وذاك يقول مرسي ويسب دحلان، وهذي تقول بشار سوريا، وتلك تلعن روسيا وايران  ملحمه حلب الكبري,sadness
انا بحب الالعاب دي فشخ بس انا مبعرفش اعوم وكان ممكن تجبوني غرقان من الاوليمبياد,none
صعبه والله جثث في الشارع امام الماره ممكن يكونو نساء اطفال في منطقه يفترض انها تحت سيطره اجهزه الدوله امل,sadness
i must find a way to accept these limitations until they are older without feeling held back or resentful,anger
الاوليمبياد دي غيرت نظره جمهور البرازيل لنيمار من قائد وكابتن منتخب وخليفه لرونالدينيو ،ل لاعب متخاذل جاي يقضي وقت.وناديه هوا رقم 1بالنسباله,none
رمزي خالد ماهو الا ابتلاء هيكمل اللي كان بيعملوا حازم امام فينا,anger
i start feeling overwhelmed and i just want to run away and hide in the back of my closet,fear
مؤلم عندما يقول لك الناس ” كُن قوياً ” ، وليس لديهم اي فكره عن صعوبه ما تمر به .. !,sadness
مذبحه رابعه  رابعه  رابعه قصه وطن  لن تكرم امه يهان نساؤها,sadness
مايكل فيلبس واخد 19 ميداليه في الاوليمبياد تقريبا مصر في تاريخ مشاركتها في الاوليمبياد مخدتش الرقم دا من الميداليات,surprise
انا بكره احساس الخوف ده ، انا مش عارفه اعيش بسبب الخوف دايما خايفه من اللي هيحصل و اللي جي و تعبت بجد.,fear
هو ان لا تفقد  شغفك في كل محادثه مع من تحب ... و كانها  الاولي,love
i feel very successful in both my family and work life,joy
ive never been a huge holiday person but i definitely feel more festive more hopeful more willing to celebrate others joys,joy
i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,fear
i would say that when they start they will feel really intimidated by the code and how vast everything is,fear
اشتقت لشخص .. كان لديه القدره علي تغير مزاجي السئ ..  كلام  بوح  عابر  اشتياق  القلب تعبان  الله كريم  الله يحفظك ياغالي,love
when i ate a rotten apple,anger
ill get round to it this quarter im feeling hopeful about this one,joy
heated discussion with spouse concerning new house,anger
i remind myself or am reminded of my passions and opinions i just feel incredibly agitated and frustrated there is this ball of energy with no channel to travel,fear
: هل اخبرتك قدس انني اعانقه كل ليله باحلامي ارتشف الهواء من بين اضلعه كطفله مشاغبه,love
i am beginning to feel startled by how little of last week i remember,fear
: من دون صهيون بذتنا صهاينّا !!! حسبنا الله ونعم الوكيل ، الامارات تعزي روسيا بعد سقوط طائراتهم العسكريه في سوريا,anger
في اي قناه عاديه جايبه الاوليمبياد ؟,none
اكثر من 60 شهيد اليوم في وعشرات الجرحي وعالقين تحت الانقاض لا تستطيع حتي فرق الدفاع المدني الوصول اليهم .. يارب ارحمهم و احميهم…,sympathy
ربنا يصبرهم ويفرح قلوبهم بنصر قريب  ال البلتاجي  البلتاجي ايقونه ثوره,sympathy
ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,anger
الشعب العراقي معكم يا اسود لاتخيبو ظننا كونو كل المقاتلين في ساحات القتال فرحو الشعب الجريح,sympathy
:  جيش الفتح   اجناد الشام   بشراكم تله الحويز محرره بالكامل و جاري تمشيط القريه من فلول قوات الاسد و مليشياته  الغضب لحلب,joy
هههههههههههههههههه الحمد لله اتحلت,joy
i inspect samples of wheat i started feeling that i was a suspicious character,fear
اتقي الله ما يجوز تدعي ع اخوك. المسلم . وحكام الامارات قمه في التعامل والرقي والدليل محبه شعبهم لهم ????,anger
Daehyun كيف تقدر تكون بهالجمال؟؟؟؟ مش معقووول,surprise
: اللهم انك تعلم ضعفنا وقله حيلتنا فلا تعاقبنا بخذلاننا لاهلنا، اللهم الطف باهل وابدلهم بعد خوفهم امناً، اللهم عليك بمن اذاه…,sympathy
زهقنا من شبكه  فودافون الي مش موجوده اساسا طول اليوم,anger
so1: احمد جاموسه الجاهل عدو مصر وعدو الاسلام داهيه تاخدك منك له,anger
متضامن مع الانتخابات الامريكيه 🤔,sympathy
كس ام الاوليمبياد انا عايز البريميير ليج,anger
i hurt and feel suspicious and definitely get angry,fear
i feel pressured and can not move on to other items in our wedding checklists,fear
i feel scared that i own it,fear
i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless,fear
السكه شماااااال واليمين  مش شغاال علي فين رايحين,anger
AL3TEEBE   يعني يوم نشوف قصصكم يصيبنا الذهول ومتعاطفين معكم بس مايدينا الحق ان نلغي سلطه الرجل، خلقنا الله اناث مو نقص فينا,sympathy
الناس بتوع الروح الرياضيه ولا للتعصب يروحوا يتفرجوا علي الاوليمبياد,none
وياتي بعض( الكلاب) او صحوجي عميل حاقد لجهاد وشرع الله يقول:(داعش) عميل اسرائيلي ! سودالله وجهكم يا مونافقين ويا عملاء الصليبيين,anger
اللي رفع علم السعوديه مع بعثه مصر في الاوليمبياد ده من تيران وصنافير,none
وهوا لاعب دولي رايح الاوليمبياد ومعندوش مخ يعرف الصح من الغلط؟,surprise
i feel like affirmation however petty is what i really need,anger
i realised something was wrong when i started to feel everyone hated me and was saying things about me and only wanted to talk to me because they pitied me,anger
اضراب الاطباء العمانيين1 معكم قلبا و حتي تنالوا حقوقكم كامله !,sympathy
بكرا عندنا اكبر مشاركه في الاوليمبياد بتاع 15 مشاركه للاعيبه المصريين,none
im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work,fear
يا جدعان انا عسل اوي كده للدرجادي😀,surprise
وطن 💗,love
ابويا بنقوله احمد زويل مات قال يبقي اكيد اتقتل ????,anger
اسيست ميسي ب تاريخ الاوليمبياد ..,none
i have noticed that if i go with out i start to feel irritated at him or easily annoyed by the things he does i feel this tiny ache inside of me almost unnoticeable the first few days as if a tiny hair had burrowed its way into my foot,anger
قطر داخله الاوليمبياد بــ 25 لاعب . اللي عايز يسرق قطر يستغل الفرصه دي البلد كلها في البرازيل 😂  البرازيل,none
i dont want to approach this topic too lightly but at the same time i feel apprehensive putting it all out there,fear
ذا غزا الكويت نرحمه ليش ونحترمه ليش!؟,anger
بعد اي زياده في اسعار البنزين ببقي خايفه اركب مواصلات لتكون غليت 🐣,fear
من وجهه نظري ان ميدو اتظلم جامد من ناس كتير لمجرد انه كان افضل واحد في مسيرته في مصر ولكن بيفضل فيه روحه النقيه والمخلصه والله,anger
i had a feeling you were being sarcastic but ivspirit a href http translatethis,anger
v   : الي الشرفاء في العراق الي متي منهوب المال والعرض بسبب الفساد ...    سرقوا خبز الشعب,anger
when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,anger
مذيع النايل سبورت:  احنا بقالنا كتير ما اخذناش ميداليات اوليمبيه من بعد اوليمبياد لندن 2012 علي اساس ان الاوليمبياد ده بيتعمل كل اتنين وخميس,none
طيب يا علي؛ اقعد غيظني كدا، لغايه ما تلاقيني جايبه ماما و الولدين في اول طياره، و جيت قعدت معاكم لغايه الاوليمبياد ما يخلص 😒,anger
ومش من حق اللي مستثمرش حتي حماسه في مساندتهم لحد ما يوصلوا للي هما فيه دلوقتي  مشاركين في الاوليمبياد  انه يحاسبهم لو منجحوش.,none
دوبني دوب يا هوي ......,joy
im feeling indecisive and it scares me,fear
فيه زوجين يحبون بعض انجبوا غلا و شوق و هيام,love
i feel bashful discussing it i m a closet gamer if you will and yet millions of people from all around the world are doing the same thing,fear
i am feeling more and more dissatisfied and anxious about this self imposed weekly deadline,anger
k333     واخرجنا اليمن الي بر الامان,joy
i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,joy
i feel kinda appalled that she feels like she needs to explain in wide and lenghth her body measures etc pp,anger
i feel like im the mad hatter rather than alice,anger
ايتوبو ده لو كنا جبناه و لعب الاوليمبياد ويجيبله 8ل 10 اجوال  كانت هتبقي احلي مصلحه,none
نتضامن معكم للاسبوع الثاني يقومون باعداد السيناريو بتركيا كيفيه الانتحار تبدا من السويس ثم التصوير والانقاذ والنشر افلام هابطه,sympathy
الاوليمبياد ؟ الواحد يلحق يدور في جوجل علي رمي الجله و الباليه المائي و القوس و رباعيات الخيام عشان نعرف نهري مع الناس اللي هتهري,none
منتخب كره اليد انهزم من المانيا وخرج من الاوليمبياد ..ووزير الرياضه لسه قاعد في البرازيل,none
i actually feel inside which is so dangerous because apart from my shoulder i feel really amazing,anger
i say that i feel like im being tortured by him,anger
i left that meeting feeling helpless and betrayed by the very laws that are supposed to protect me and other people in this state,fear
مُؤلم انْ احتَاجك فيَكون الجَميع حَوليِ اﻵ انت,sadness
بعثه مصر في الاوليمبياد رايحه تتفرج زيها زينا 😂😂,none
: اشبيليه سمباولي مخيف الله يستر ..,fear
فيليبس هو اللي هايشيل علم امريكا في الاوليمبياد,none
i feel like a petty murder shoudlnt be punished nearly as heavily as human beings who are constantly shitty to other human beings,anger
رنا سماحه عندما سعيت لدعمك تعرفت علي اشخاص يملكون في قلوبهم الطيبه ويسعون لهدف هو دعمك الجيش الرنوشي  رنا سماحه مع عمرو الليثي,joy
ive been hanging around younger people and when i am with them i feel like im but when i see the photos of us together i am suddenly shaken to see just how old i look,fear
i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,fear
الموصل وجعي و وجعي و وجعي و  العراق وجعي و قبلهم كانت و ما زالت وجعي ، تتقزّم الامي الخاصه امام عمق و طوفان جراحهم ..,sympathy
i had felt kind of ick but just figured it was nerves or feeling anxious,fear
: * انت حاجه لو تجيني بس مره .. اكتفي في جيتك عن ، كل حاجه ! ..™,love
im even starting to feel more sociable,joy
homidan لا عشان اسبك اسبك و اطي علي خشمك انت وياه يا عديمي المروؤه . انقلع يا نتن .,anger
i sat there feeling frustrated that i didnt know about some of the different things ashton and isaac could have been involved in why werent the boys pro active about getting involved in more things and getting more awards,anger
اللهم كن لاخواننا في  العراق و و  بورما و  اليمن و وسائر بلاد المسلمين .. اللهم اعز الاسلام والمسلمين واذل الشرك والمشركين,sympathy
شّعوري هالفتره خوف من ايامُي الجايه خوف اتوجع اكثر من كذا وينعاد اللي مريت فيه.,fear
عادي مو مع ايران الكل خرسان !!!! سود الله وجه العرب,anger
i feel like i am the only person who is not ecstatic to be here right now,joy
حتّي مُعانقتك وتقبيلك فِ الخيال لذهَ 💞✖ .  مشاعر  بوح  عناق  هو ده,love
سالني احدهم : ما التضحيه في ؟! فقلت ✨✨✨هي ان تفعل كل شئ لمنفعه ✨✨من تحب ❤️حتي لو اضطررت ان تخسرها من اجل ان تضمن لها  السعاده,love
: ضحكتك تستحل قلبّي بشكل مش معقُول.,surprise
mujawir   معني كلامه بشار مجني عليه والشعب السوري هو الجاني! جزائري متشيع فضحته الثوره السوريه علي حقيقته!!,anger
i experienced that feeling that people get when they are charmed or attracted to someone and that time was enough and a blessing in itself for me,joy
ايهاب عبد الرحمن بره الاوليمبياد عشان في (شك) انه اخد منشطات. حماده رفع علم دوله تانيه )بكل وضوح( ولسه موجود لا وكمان بجح,sadness
من رضاء بـ الحُب يكفيه التغاضي..,love
شتاكيتلك...رد لو  حلم بغيابك...استنشك بجفاك كاسرلي كلب... ياريت كاسرلي  ضهر بغيابك بكد ما اون.... مو كلبي  كلب امي انفطر,sadness
Happy Birthday Qaddura  :      بنهديك هالفيديو بمناسبه عيد ميﻻدك :),joy
دنيا و كضيناها واحدنه من حزنه  انكسر و شبيك يا وكتي  صعب شو بشر ما يرحم  بشر  مساء  التسامج,sadness
اهبل !!  انتبتلعب في عداد عمرك يا عبهادي  بس انا برده منور  :D,anger
i haul of each to the lava planet and export them down to the space port feeling fairly clever,joy
KamalooZ: انا خايفه من يوم القيامه جدا ، لو ربنا اكرمني و دخلت الجنه هتشفع ف صحابي اللي اخدتهم الدنيا .,fear
i can t show my feelings well to my family and to the fans either,joy
مايكل فيليبس اعظم رياضي في تاريخ الاوليمبياد بعد م كان اعتزل رجع من سنه بالظبط يتمرن ..اخد ميداليه دهب النهارده وفي احتمال كبير ياخد بكره,surprise
: كونوا معنا اليوم في مسك الختام ومع الشيخ الدكتور راشد بن عثمان الزهراني والعديد من الفعاليات المتميزه ، حياكم الله .,joy
كل اللي فيكي قرف كرامتنا متهانه .. واللقمه باهانه .. بتخلفينا ليه لما انتي كارهانا ..  فقر و و  ذل و...,sadness
i also feel aggravated i have an embarassing reason i dont want to go home yet i dreaded coming here and now im dreading leaving here,anger
im not sure how i feel about him yet he seemed kind of distracted and out of it but we decided wed give him until the end of the week to prove himself to us,anger
علي اخويا  مشكله  يابني ارحمني,anger
غياب الاب يعني غياب الامان غياب الام يعني غياب الحنان واجمل الايام واحلي اعوامنا تلك التي عشناها بين امان وحنان 🌹,sadness
i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,joy
لك الله يا  حلب يتعرض الان لاعنف قصف ب  الصواريخ الفراغيه و  الطائرات الروسيه وقوات حزب  ايران  الرحمه  سوريا  سوريا تباد,sympathy
i got that straight i realized that i was dealing with someone who was feeling insecure,fear
بيقولوا المترو غلي ...انا بقيت خايفه انام اصحي الاقي اصلاح اقتصادي جديد بورررريه م الاصلاااح,fear
هذي الي خايفه منه😭😂,fear
معنديش مشكله مع الامال العريضه اللي بنحطها علي اللاعيبه المشاركين في الاوليمبياد، بس الهحوم الحاد عليهم لو منجحوش بجاحه مش مفهومه بصراحه,sadness
مع من نحب ، نجد في ابسط الاشياء فرحا..!!❤   بوح  خواطر,love
عندي ليگي  مفاجاه انما ايه محصلتش ??   ايه هيااا ??   منا بقولگ محصلتش 😂💃😂,surprise
دا النهارده يوم مصر والعرب ف الاوليمبياد بقي يارب دايما فرحانين 👏👏👏,joy
elbasiony انا خايفه بس يكون في حاجه تانيه في نفس المكان او حواليه و منفجرتش لسه!!!,fear
i feel like you will be completely satisfied with the results,joy
انا خايفه انام بالغلط وتطلعلي مشاكل,fear
دايماً الاسبوع التاني في الاوليمبياد بحبه اكتر   العاب القوي ♥,joy
i would just outright tell you what the girl book is about but i feel like you guys are so smart and so clever youve probably already formed some sort of idea of the themes and ideas this book is wrapped around,joy
im lying in bed feeling very anxious and have a knot in my stomach,fear
: اكثر انسان مرعب بالعالم  النائم المتكلم  لا ويجيك يضحك بعد ، قسم بالله ودك تشيل عفشك وتطلع من البيت🌚💔,fear
i wonder if this is just my bias from the fact that im doing a bible themed anthology and i feel like my intelligence is being insulted,anger
im feeling really quite angry,anger
im going to sleep now while i still feel triumphant,joy
احبني و احب ان اعلمكم ما انا مؤمنه به ضحي  دوره  شريك الحياه  زواج,love
خايفه ما اذاكر في السبع ساعات ذي واقول ليتني رحت 😂💔.,fear
: الضباط والجنود الروس الذاهبون لذبح الشعب السوري يمرون علي كهنوت الكنيسه الشرقيه لمباركتهم وتعميدهم .,sadness
تذكر لما كنت اقولك خايفه افقدك، خايفه اقوم الصبح ما القاك يمي، كاهو اللي كنت خايفه منه صااارر💔!!!!!,fear
الحُب لا يشغلك برد الشتاء وانـت تدري ان الشعور بداخلی ما توفي واذا ذبحك البرد يفداك صدري اقرب من ضلوع الخفوق وتدفي ..,love
!!! ده ترامب بيعتبر بلحه مثله الاعلي,surprise
i am not a professional historian by any means so some may feel as if i left out important things or took them out of context,joy
خايفه اقوله عن شعوري واخسره 😩❤️,fear
i was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile,anger
i feel so special amp blessed to have my caring amp creative family,joy
i were to create a piece similar to this again i would improve on it by spending more time on the background as i feel i rushed this and it could have been more detailed,anger
i remember a totally different feel having been a faithful dukes watcher growing up,joy
الانتخابات اولا..........الدستوراولا.........النتيجه واحده,sadness
امريكي يبتكر اداه تستخدمها الشرطه عند مطارده السيارات الهاربه لايقافها بطريقه امنه!  ابتكارات,surprise
i sat feeling helpless like a moment from an episode of the walking dead,fear
Mohammed00من الاشياء اللي تغيظ  السيسي فاضح المصريين في العالم و  مرسي و  حازم افصح رجال بالعالم العربي خلف القضبان  ثلاجه السيسي,sadness
مظلومه الحلبه والله — drinking حلبه حصا,sadness
: حينما يجتمع الكبار تخرس السنه الجبناء ويدفن رؤوسهم في التراب حفظ الله قادتنا بعينه التي لا تنام  ⁧ الامارات⁩ ⁦ UAE⁩,joy
gosh   3adas   اذا هاجموا الرجال ايضا عندها ساكون اول من يقف معكم,sympathy
i have been taking alot of xanax lately and mixing meds together to feel mellow enough to deal with the world,joy
ديجوفيتش يطلع من الاوليمبياد والاهلي يخسر في يوم واحد 󾌳󾌳 بيور شيت,sadness
i knew i needed to get over there but had been dragging my feet a combo of feeling intimidated by the language barrier and the kids nap schedules,fear
هو كذا ولا كذا ايفانوفيتش خلاص لازم ينقل مستواه نزل بس ياخي في الركنيات يخوف,anger
والله بقيت خايفه من موضوع نزول الناس دي,fear
i suppose thats wonderful because it means that they can learn so much so quickly and also make me feel like an idiot much the way i did to my parents when they couldnt figure out how to leave an outgoing message on the answering machine,joy
بارك الله فيك يا فهد للاسف الرياضه السعوديه غابت كثيرا عن الاوليمبياد كنت ادكر السعوديه متفوقين في مسافات السرعه,joy
i feel pressured by a dumb feeling,fear
يوم تاريخي لمصر في الاوليمبياد ... 2 ميداليه في رياضه واحده و مهمشه كمان ... مبروك لمصر و ياريت يبقي في اهتمام باللعبه اكتر من كدا,joy
i kind of feel like i should be investing in a how to internet for dummies type book but im really not bothered by my status as an internet pariah,anger
فاللي بيشاركوا في الاوليمبياد دول بيكونوا لسه هواه بيلعبوا في دوري الجامعات او حتي المدارس,none
:  وزاره الصحه تحذر من حراميه البلد والمحاصصه,anger
i ended up changing my clothes and laying in bed with my eyes closed for the next hour and eventually i started to feel better,joy
ديل بوترو اخرج دجوكوفتش والان يخرج نادال من الاوليمبياد ديل بوترو يبكي,none
حاسه اني هخسر الحاجه قبل معادها من كتر ما انا اصلا خايفه اخسرها !,fear
صباح الخير يا غايب يا سكر في العسل دايب عسانا بس في بالك عسي ظني ماهو خايب,joy
i think is i told my dad and now he feels skeptical about us,fear
اقسم بالله يا اخي انت معندكش دم ، عيل بايخ و سخيف ده حتي 10 سنين طلعولها كلمه  عِقد  زي ال100 سنه  قرن  عيب عليك و علي سنك و الله يا بغل,anger
os  iif2had خايف منك,fear
هنعمل ايه لما مينا يسافر احنا هنضيع من غيره,fear
ترنجات التوحيد و النور عامله قلق في حفل افتتاح الاوليمبياد 😂,joy
i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself,fear
مش فاهم الناس متضايقه ليه ان الفريق المصري رافعين علم السعوديه في الاوليمبياد .. ماهو طبيعي اي فريق لازم يحط الراعي الرسمي بتاعه 󾌴,surprise
im feeling a bit more sociable now although i dont think ill be able to express everything i want to say,joy
i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,anger
كل ما يستضيفوا اداري في اي لعبه في الاوليمبياد يقولك للاسف كان عندنا امل بس للاسف. احا طب ما احنا كمان كان عندنا امل بس للاسف,anger
السؤال ما هو الهدف من الاوليمبياد ؟ طبقا للجنه الاوليمبيه و ميثاقها,surprise
اما تنظيم خرسان الارهابي  او حرب عالميه,anger
ksa الله يسعده مثل ما ساعد ويجعل الجنه داره وينصره,sympathy
mem انا كنت خايفه فعلا و هي سايقه بس هي بتسوق كويس للحق يعني ، بس ده ميمنعش انه البنت ملهاش غير بيتها و جوزها بلا سواقه بلا هم,fear
: حتي القرضاوي تزوج مغربيه عمرها 18 سنه !! وكذلك جزائريه في الفتره الاخيره وهو ينبح من الدوحه اقتلوا القذافي وبشار   زواج…,anger
i feel like this was a milestone race and i ve shaken the novice feeling off,fear
رئيس جنوب السودان يعزل وزراء موالين لمشار: عزل رئيس جنوب السودان سلفا كير سته وزراء موالين لغريمه رياك مشار مما…,anger
مباراه مثيره بين سيدات المانيا و سيدات السويد في المباراه النهائيه لكره القدم في الاوليمبياد .... مباراه مثيره فنياً مش حاجه تاني 😎☺️,joy
i feel a strange sense of foreboding,fear
Gulf ولد الشيخ يخدر الشعب اليمني والسعودي بالتعاون مع السعوديه والحوثين تمهيدا لتقسيم اليمن,anger
i wasnt feeling at all irritated,anger
i feel a bit jealous because i been trying to date him long time ago but he doesnt want me,anger
i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,anger
i heard it somehow it brings me good feeling strange,fear
مشوفتش لاعب نشط ع تويتر زي Ferdinand.,joy
السلام عليكم ورحمه الله وبركاته اه? وسه? شرفت بمتابعتك,joy
بعض الصور والمقاطع مؤلمه جداً ماودي اشوفها .. وين قلوب اللي صوروها ؟  حقيقه  مؤلمه,sympathy
اللهم ارفع البلاء عن اهلنا في  سوريا و اللهم الطف بهم  StandWithAleppo  syria,sympathy
اه هي كيميا في اعدادي بس,surprise
i didnt feel that way with this we got to be with everyone on the dangerous path to freedom,anger
: الله يرحمك ياجفران ويغفرلك ويسكنك جنات النعيم  جفران المري  الله يرحمه,sympathy
i was feeling awfully indecisive this morning when i started to think about what i wanted to do to get my heart pumpin,fear
ابتهاج محمد اول امريكيه تشارك في الاوليمبياد بحجاب ، بدات النهارده,none
انتوا ابتديتوا تزايدوا علي احمد زويل !!! انتو ايه !! صراصير ؟ مفيش احساس,anger
: ادم ! قليل من يصدقُ منهم في حبّه ،وعظيمٌ هوَ ان عشقْ .  ادم  حقيقه  بقلمي  الرجل  حب  صدق  هو,love
الظاهر ان انا الوحيد اللي مش متابع  الاوليمبياد دي 😏,surprise
:  كلنا نايف الجدعي نايف نجم جماهيري كبير من انت يا احمد ترمس عشان تحرمنا ابداعاته؟؟؟؟؟,joy
i feel content alive and motivated,joy
i know what god has said about stuff and yet right now i am beginning to feel anxious about it,fear
افتتاح الاوليمبياد علي قناه ايه و امتي,none
i am feeling so honoured to be a,joy
i feel much more energetic generally im sleeping better and so is my wife,joy
gh: اللهم كما انعمت علينا بالامن والامان فانعم علي اهل و وكل المسلمين بالامن والهدوء والسكينه .. واكفهم شر الاعداء يا…,sympathy
مبروك الفوز والثلاث النقاط .. يا سلام علي يونايتد .. متحمس للجوله القادمه و اول مشاركه لبول بوقبا,joy
اليهود انفسهم  يتبرون من العصابه الصهيونيه المحتله للاراضي الفلسطينيه   سعوديون ضد التطبيع,anger
i hate all shopping when i feel rushed by hoards of people,anger
ولادنا في الاوليمبياد يا غاليه عقبال ولادك😅,joy
الواد بتاع تايلاند ده شكله دخل الاوليمبياد بالغلط,surprise
وَ بكل خوف اقولها؛ لا توجعنيّ لاني مابي الدنيا تدور وتوجعّكك😢💔,fear
i no longer feel happy to score well,joy
الله يسامحك مابي ادعي بلحظه غضب ..,anger
: اللهم اصلح شان اخواننا المسلمين اهل  السنه في و  بورما و  اليمن وفي كل مكان ،ربنا واحقن دماءهم واجمع كلمتهم واصلح ذات ب…,sympathy
مُرعب ان اُحبّك في موضِع هَشّ كهذا العالم ! .,fear
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,joy
اللاعبين  المصريين في الاوليمبياد شكلهم رايحين  يتفرجوا عليه !!,surprise
i went over my feelings she said i am very fearful and conflicted,fear
تخيل خايف اعيش بهالدنيا بدونك!,fear
i feel afraid to have a voice and im just a guest,fear
نبتعد ف نشتاق ، نقترب ف نُكابر ، تباً لِـ  الحُبّ .!,love
i feel inspired to get back to my indigo pot,joy
: بعد بلنتي يحي الشهري انا اقدر احلف انه كل اللي قلناه عنه ما وصله. يا عالم قمه البذاءه ( بصوت تركي العجمه)  النصر الوداد   …,anger
يا خساره الاوليمبياد والله,sadness
Azim مش بعرف اعمل ريبورت .... بلوك بس,anger
im honest when i say a part of me feels tortured as though this is part of the system of function in your life the one that allows you to order and manipulate people in such a way so that they are lined up and positioned to serve their prupose when you should need them,fear
بتخيل دايماً و انا خارجه من باب الحمام اني هلاقي كائن مخيف قدامي و خايفه مره عقلي يشتغل علي نفسه جامد و يحقق ده 🐤,fear
لي متي ي قلب خايف ؟!,fear
شكرا  ساره سمير اول ميداليه لمصر في الاوليمبياد برونزيه رفع الاثقال,joy
i punched out of work sunday sighed and the brunch trumpeter waldo carter said from behind i know exactly how you feel this startled me and i flinched,fear
في دول بتعمل اعداد لابطالها من 4 سنين علشان الاوليمبياد و في دول تانيه بجنس لاعيبه علشان يجيبوا مديليه باسمهم و في مصر بدون تعليق ✋🏻,none
Retweeted نبيل علي العوضي ( ):  اعظم من تَشكي له همَّك وتبث له حزنك وتفرغ اليه غمك... الله ﷻ...,joy
im currently feeling way fucked up with the mother tongue paper,anger
اليسا النجمه الاولي عربياً علي انغامي لعام 2014 وكليبها “حب كل حياتي” يحقق اكثر من 3 مليون مشاهده!,joy
فرحه رافا نادال برفع علم اسبانيا في افتتاح اوليمبياد ريو .  براء,joy
: احببتك بطريقه تمنيّت ان يُحبني احدٌ بها  غزل ❤️,love
السيساويه واخداهم الجلاله ومتضايقيين من موقف  حماده طلعت  عرص الاوليمبياد رغم انهم معرصين اكتر منه بكتير. بكره يهدوا ويرجعوا يبرروا موقفه!,anger
الساكت عن الحق ابن وسخه.,anger
واحد بيقول لحبيبته ينفع اجيب الشبكه فضه .. قالتلوه ليه طالعه التانيه في الاوليمبياد ههخخخهههه,none
النهارده نهائي الوزن التقيل رفع اثقال +105 اعظم حاجه ممكن تشوفها في الاوليمبياد,none
دعم محمد بن نايف مليون متابع يستاهل ولد نايف 👍هذا شبل من ذاك الاسد من خلف مامات 😌الله يوفقه ويسدد خطاه لما فيه صلاح البلاد والعباد,love
558: . ربي امسح علي قلب امي براحـه تسّر نفسها و تهديء قلبها فَـ انت ارحم الراحمين ..,love
الجزائر مغلوبه 2 من هندوراس في الاوليمبياد وبغداد بونجاح لحد دلوقتي مش شايف قدامه,none
i just feel like i havent shaken it up lately,fear
